scaffold	start	stop	nls_count	ss_count	gc_percent
Cf746836_TGAC_s1v1_scaffold_1005	20001	30001	0	1	41
Cf746836_TGAC_s1v1_scaffold_1005	30001	35610	0	2	45
Cf746836_TGAC_s1v1_scaffold_1006	1	10001	36	2	46
Cf746836_TGAC_s1v1_scaffold_1006	10001	20001	0	4	42
Cf746836_TGAC_s1v1_scaffold_1006	20001	30001	0	2	43
Cf746836_TGAC_s1v1_scaffold_1006	30001	40001	0	2	45
Cf746836_TGAC_s1v1_scaffold_1006	40001	49436	0	0	35
Cf746836_TGAC_s1v1_scaffold_1007	1	10001	16	1	49
Cf746836_TGAC_s1v1_scaffold_1007	10001	11865	0	0	49
Cf746836_TGAC_s1v1_scaffold_1008	1	10001	20	2	45
Cf746836_TGAC_s1v1_scaffold_1008	10001	20001	0	4	40
Cf746836_TGAC_s1v1_scaffold_1008	20001	26836	0	0	30
Cf746836_TGAC_s1v1_scaffold_1009	1	10001	20	2	35
Cf746836_TGAC_s1v1_scaffold_1009	10001	19701	0	3	44
Cf746836_TGAC_s1v1_scaffold_101	1	1674	3	0	36
Cf746836_TGAC_s1v1_scaffold_1010	1	10001	57	6	42
Cf746836_TGAC_s1v1_scaffold_1010	10001	20001	0	1	44
Cf746836_TGAC_s1v1_scaffold_1010	20001	30001	0	5	44
Cf746836_TGAC_s1v1_scaffold_1010	30001	40001	0	0	38
Cf746836_TGAC_s1v1_scaffold_1010	40001	50001	0	0	45
Cf746836_TGAC_s1v1_scaffold_1010	50001	60001	0	2	43
Cf746836_TGAC_s1v1_scaffold_1010	60001	66948	0	0	44
Cf746836_TGAC_s1v1_scaffold_1011	1	10001	31	0	43
Cf746836_TGAC_s1v1_scaffold_1011	10001	20001	0	2	42
Cf746836_TGAC_s1v1_scaffold_1011	20001	30001	0	1	42
Cf746836_TGAC_s1v1_scaffold_1011	30001	39035	0	0	44
Cf746836_TGAC_s1v1_scaffold_1012	1	10001	41	4	47
Cf746836_TGAC_s1v1_scaffold_1012	10001	20001	0	2	44
Cf746836_TGAC_s1v1_scaffold_1012	20001	30001	0	3	42
Cf746836_TGAC_s1v1_scaffold_1012	30001	40001	0	0	42
Cf746836_TGAC_s1v1_scaffold_1012	40001	50001	0	0	45
Cf746836_TGAC_s1v1_scaffold_1012	50001	60001	0	0	48
Cf746836_TGAC_s1v1_scaffold_1012	60001	64435	0	1	46
Cf746836_TGAC_s1v1_scaffold_1013	1	10001	25	5	36
Cf746836_TGAC_s1v1_scaffold_1013	10001	20001	0	0	37
Cf746836_TGAC_s1v1_scaffold_1013	20001	30001	0	1	25
Cf746836_TGAC_s1v1_scaffold_1013	30001	40001	0	0	25
Cf746836_TGAC_s1v1_scaffold_1013	40001	44813	0	0	24
Cf746836_TGAC_s1v1_scaffold_1014	1	10001	59	2	45
Cf746836_TGAC_s1v1_scaffold_1014	10001	20001	0	1	35
Cf746836_TGAC_s1v1_scaffold_1014	20001	30001	0	0	23
Cf746836_TGAC_s1v1_scaffold_1014	30001	40001	0	0	26
Cf746836_TGAC_s1v1_scaffold_1014	40001	44261	0	0	41
Cf746836_TGAC_s1v1_scaffold_1015	1	10001	16	0	27
Cf746836_TGAC_s1v1_scaffold_1015	10001	20001	0	1	44
Cf746836_TGAC_s1v1_scaffold_1015	20001	30001	0	2	34
Cf746836_TGAC_s1v1_scaffold_1015	30001	40001	0	1	39
Cf746836_TGAC_s1v1_scaffold_1015	40001	40777	0	0	34
Cf746836_TGAC_s1v1_scaffold_1016	1	10001	25	0	33
Cf746836_TGAC_s1v1_scaffold_1016	10001	20001	0	1	42
Cf746836_TGAC_s1v1_scaffold_1016	20001	30001	0	0	26
Cf746836_TGAC_s1v1_scaffold_1016	30001	40001	0	1	40
Cf746836_TGAC_s1v1_scaffold_1016	40001	42847	0	1	42
Cf746836_TGAC_s1v1_scaffold_1017	1	8243	2	4	43
Cf746836_TGAC_s1v1_scaffold_1018	1	10001	10	2	45
Cf746836_TGAC_s1v1_scaffold_1018	10001	20001	0	0	32
Cf746836_TGAC_s1v1_scaffold_1018	20001	27569	0	0	25
Cf746836_TGAC_s1v1_scaffold_1019	1	10001	38	0	43
Cf746836_TGAC_s1v1_scaffold_1019	10001	20001	0	1	41
Cf746836_TGAC_s1v1_scaffold_1019	20001	30001	0	4	42
Cf746836_TGAC_s1v1_scaffold_1019	30001	32676	0	0	23
Cf746836_TGAC_s1v1_scaffold_102	1	10001	16	3	46
Cf746836_TGAC_s1v1_scaffold_102	10001	12775	0	2	48
Cf746836_TGAC_s1v1_scaffold_1020	1	10001	9	0	23
Cf746836_TGAC_s1v1_scaffold_1020	10001	19340	0	0	28
Cf746836_TGAC_s1v1_scaffold_1021	1	10001	60	3	43
Cf746836_TGAC_s1v1_scaffold_1021	10001	20001	0	0	44
Cf746836_TGAC_s1v1_scaffold_1021	20001	30001	0	5	46
Cf746836_TGAC_s1v1_scaffold_1021	30001	40001	0	0	46
Cf746836_TGAC_s1v1_scaffold_1021	40001	50001	0	2	42
Cf746836_TGAC_s1v1_scaffold_1021	50001	50447	0	0	36
Cf746836_TGAC_s1v1_scaffold_1022	1	10001	9	1	42
Cf746836_TGAC_s1v1_scaffold_1022	10001	20001	0	1	42
Cf746836_TGAC_s1v1_scaffold_1022	20001	21109	0	0	29
Cf746836_TGAC_s1v1_scaffold_1023	1	10001	54	0	44
Cf746836_TGAC_s1v1_scaffold_1023	10001	20001	0	0	44
Cf746836_TGAC_s1v1_scaffold_1023	20001	30001	0	1	35
Cf746836_TGAC_s1v1_scaffold_1023	30001	40001	0	5	43
Cf746836_TGAC_s1v1_scaffold_1023	40001	50001	0	2	46
Cf746836_TGAC_s1v1_scaffold_1023	50001	60001	0	1	48
Cf746836_TGAC_s1v1_scaffold_1023	60001	70001	0	2	46
Cf746836_TGAC_s1v1_scaffold_1023	70001	80001	0	2	46
Cf746836_TGAC_s1v1_scaffold_1023	80001	84135	0	0	47
Cf746836_TGAC_s1v1_scaffold_1024	1	10001	1	0	34
Cf746836_TGAC_s1v1_scaffold_1024	10001	20001	0	1	26
Cf746836_TGAC_s1v1_scaffold_1024	20001	20904	0	0	40
Cf746836_TGAC_s1v1_scaffold_1025	1	10001	66	4	47
Cf746836_TGAC_s1v1_scaffold_1025	10001	20001	0	2	41
Cf746836_TGAC_s1v1_scaffold_1025	20001	30001	0	1	45
Cf746836_TGAC_s1v1_scaffold_1025	30001	40001	0	4	45
Cf746836_TGAC_s1v1_scaffold_1025	40001	50001	0	1	42
Cf746836_TGAC_s1v1_scaffold_1025	50001	60001	0	0	40
Cf746836_TGAC_s1v1_scaffold_1025	60001	65257	0	0	42
Cf746836_TGAC_s1v1_scaffold_1026	1	6645	1	0	25
Cf746836_TGAC_s1v1_scaffold_1027	1	10001	130	2	45
Cf746836_TGAC_s1v1_scaffold_1027	10001	20001	0	0	25
Cf746836_TGAC_s1v1_scaffold_1027	20001	30001	0	0	39
Cf746836_TGAC_s1v1_scaffold_1027	30001	40001	0	5	45
Cf746836_TGAC_s1v1_scaffold_1027	40001	50001	0	0	31
Cf746836_TGAC_s1v1_scaffold_1027	50001	60001	0	1	31
Cf746836_TGAC_s1v1_scaffold_1027	60001	70001	0	3	44
Cf746836_TGAC_s1v1_scaffold_1027	70001	80001	0	5	46
Cf746836_TGAC_s1v1_scaffold_1027	80001	90001	0	2	46
Cf746836_TGAC_s1v1_scaffold_1027	90001	100001	0	3	48
Cf746836_TGAC_s1v1_scaffold_1027	100001	110001	0	5	44
Cf746836_TGAC_s1v1_scaffold_1027	110001	120001	0	1	46
Cf746836_TGAC_s1v1_scaffold_1027	120001	130001	0	0	26
Cf746836_TGAC_s1v1_scaffold_1027	130001	140001	0	0	30
Cf746836_TGAC_s1v1_scaffold_1027	140001	150001	0	3	45
Cf746836_TGAC_s1v1_scaffold_1027	150001	156209	0	0	35
Cf746836_TGAC_s1v1_scaffold_1028	1	10001	75	3	45
Cf746836_TGAC_s1v1_scaffold_1028	10001	20001	0	1	35
Cf746836_TGAC_s1v1_scaffold_1028	20001	30001	0	1	46
Cf746836_TGAC_s1v1_scaffold_1028	30001	40001	0	3	42
Cf746836_TGAC_s1v1_scaffold_1028	40001	50001	0	0	33
Cf746836_TGAC_s1v1_scaffold_1028	50001	60001	0	0	42
Cf746836_TGAC_s1v1_scaffold_1028	60001	70001	0	2	43
Cf746836_TGAC_s1v1_scaffold_1028	70001	80001	0	5	36
Cf746836_TGAC_s1v1_scaffold_1028	80001	90001	0	5	36
Cf746836_TGAC_s1v1_scaffold_1028	90001	90736	0	0	40
Cf746836_TGAC_s1v1_scaffold_1029	1	2328	0	0	40
Cf746836_TGAC_s1v1_scaffold_103	1	10001	9	2	44
Cf746836_TGAC_s1v1_scaffold_103	10001	10583	0	2	47
Cf746836_TGAC_s1v1_scaffold_1030	1	10001	11	1	47
Cf746836_TGAC_s1v1_scaffold_1030	10001	12113	0	0	38
Cf746836_TGAC_s1v1_scaffold_1031	1	10001	2	0	24
Cf746836_TGAC_s1v1_scaffold_1031	10001	17507	0	0	25
Cf746836_TGAC_s1v1_scaffold_1032	1	10001	12	3	31
Cf746836_TGAC_s1v1_scaffold_1032	10001	18200	0	0	22
Cf746836_TGAC_s1v1_scaffold_1033	1	10001	42	1	42
Cf746836_TGAC_s1v1_scaffold_1033	10001	20001	0	0	44
Cf746836_TGAC_s1v1_scaffold_1033	20001	30001	0	2	45
Cf746836_TGAC_s1v1_scaffold_1033	30001	40001	0	1	43
Cf746836_TGAC_s1v1_scaffold_1033	40001	42936	0	1	46
Cf746836_TGAC_s1v1_scaffold_1034	1	10001	24	1	38
Cf746836_TGAC_s1v1_scaffold_1034	10001	20001	0	4	46
Cf746836_TGAC_s1v1_scaffold_1034	20001	29123	0	6	45
Cf746836_TGAC_s1v1_scaffold_1035	1	10001	35	4	49
Cf746836_TGAC_s1v1_scaffold_1035	10001	20001	0	1	40
Cf746836_TGAC_s1v1_scaffold_1035	20001	30001	0	1	34
Cf746836_TGAC_s1v1_scaffold_1035	30001	40001	0	1	41
Cf746836_TGAC_s1v1_scaffold_1035	40001	50001	0	2	42
Cf746836_TGAC_s1v1_scaffold_1035	50001	53079	0	0	27
Cf746836_TGAC_s1v1_scaffold_1036	1	10001	22	3	46
Cf746836_TGAC_s1v1_scaffold_1036	10001	20001	0	2	47
Cf746836_TGAC_s1v1_scaffold_1036	20001	21194	0	0	42
Cf746836_TGAC_s1v1_scaffold_1037	1	10001	72	1	47
Cf746836_TGAC_s1v1_scaffold_1037	10001	20001	0	2	45
Cf746836_TGAC_s1v1_scaffold_1037	20001	30001	0	5	46
Cf746836_TGAC_s1v1_scaffold_1037	30001	40001	0	2	47
Cf746836_TGAC_s1v1_scaffold_1037	40001	50001	0	3	47
Cf746836_TGAC_s1v1_scaffold_1037	50001	60001	0	0	47
Cf746836_TGAC_s1v1_scaffold_1037	60001	70001	0	1	44
Cf746836_TGAC_s1v1_scaffold_1037	70001	80001	0	1	44
Cf746836_TGAC_s1v1_scaffold_1037	80001	86016	0	1	42
Cf746836_TGAC_s1v1_scaffold_1038	1	10001	8	2	42
Cf746836_TGAC_s1v1_scaffold_1038	10001	20001	0	2	44
Cf746836_TGAC_s1v1_scaffold_1038	20001	21795	0	1	42
Cf746836_TGAC_s1v1_scaffold_1039	1	10001	43	0	27
Cf746836_TGAC_s1v1_scaffold_1039	10001	20001	0	0	26
Cf746836_TGAC_s1v1_scaffold_1039	20001	30001	0	0	28
Cf746836_TGAC_s1v1_scaffold_1039	30001	40001	0	4	46
Cf746836_TGAC_s1v1_scaffold_1039	40001	50001	0	2	42
Cf746836_TGAC_s1v1_scaffold_1039	50001	60001	0	0	44
Cf746836_TGAC_s1v1_scaffold_1039	60001	68821	0	2	48
Cf746836_TGAC_s1v1_scaffold_104	1	10001	12	1	47
Cf746836_TGAC_s1v1_scaffold_104	10001	10789	0	0	46
Cf746836_TGAC_s1v1_scaffold_1040	1	10001	65	3	41
Cf746836_TGAC_s1v1_scaffold_1040	10001	20001	0	3	47
Cf746836_TGAC_s1v1_scaffold_1040	20001	30001	0	1	42
Cf746836_TGAC_s1v1_scaffold_1040	30001	40001	0	0	34
Cf746836_TGAC_s1v1_scaffold_1040	40001	50001	0	0	26
Cf746836_TGAC_s1v1_scaffold_1040	50001	60001	0	0	27
Cf746836_TGAC_s1v1_scaffold_1040	60001	70001	0	1	36
Cf746836_TGAC_s1v1_scaffold_1040	70001	80001	0	2	36
Cf746836_TGAC_s1v1_scaffold_1040	80001	90001	0	3	48
Cf746836_TGAC_s1v1_scaffold_1040	90001	95522	0	0	46
Cf746836_TGAC_s1v1_scaffold_1041	1	10001	16	0	39
Cf746836_TGAC_s1v1_scaffold_1041	10001	16856	0	2	42
Cf746836_TGAC_s1v1_scaffold_1042	1	10001	135	4	45
Cf746836_TGAC_s1v1_scaffold_1042	10001	20001	0	0	47
Cf746836_TGAC_s1v1_scaffold_1042	20001	30001	0	1	43
Cf746836_TGAC_s1v1_scaffold_1042	30001	40001	0	4	42
Cf746836_TGAC_s1v1_scaffold_1042	40001	50001	0	1	48
Cf746836_TGAC_s1v1_scaffold_1042	50001	60001	0	2	46
Cf746836_TGAC_s1v1_scaffold_1042	60001	70001	0	2	39
Cf746836_TGAC_s1v1_scaffold_1042	70001	80001	0	0	31
Cf746836_TGAC_s1v1_scaffold_1042	80001	90001	0	1	47
Cf746836_TGAC_s1v1_scaffold_1042	90001	100001	0	0	45
Cf746836_TGAC_s1v1_scaffold_1042	100001	110001	0	3	42
Cf746836_TGAC_s1v1_scaffold_1042	110001	120001	0	0	39
Cf746836_TGAC_s1v1_scaffold_1042	120001	130001	0	0	31
Cf746836_TGAC_s1v1_scaffold_1042	130001	140001	0	0	44
Cf746836_TGAC_s1v1_scaffold_1042	140001	150001	0	0	40
Cf746836_TGAC_s1v1_scaffold_1042	150001	160001	0	3	45
Cf746836_TGAC_s1v1_scaffold_1042	160001	170001	0	6	43
Cf746836_TGAC_s1v1_scaffold_1042	170001	172667	0	0	38
Cf746836_TGAC_s1v1_scaffold_1043	1	10001	89	4	46
Cf746836_TGAC_s1v1_scaffold_1043	10001	20001	0	2	46
Cf746836_TGAC_s1v1_scaffold_1043	20001	30001	0	2	46
Cf746836_TGAC_s1v1_scaffold_1043	30001	40001	0	0	46
Cf746836_TGAC_s1v1_scaffold_1043	40001	50001	0	0	35
Cf746836_TGAC_s1v1_scaffold_1043	50001	60001	0	0	30
Cf746836_TGAC_s1v1_scaffold_1043	60001	70001	0	0	24
Cf746836_TGAC_s1v1_scaffold_1043	70001	80001	0	0	29
Cf746836_TGAC_s1v1_scaffold_1043	80001	90001	0	1	42
Cf746836_TGAC_s1v1_scaffold_1043	90001	100001	0	2	42
Cf746836_TGAC_s1v1_scaffold_1043	100001	107031	0	2	46
Cf746836_TGAC_s1v1_scaffold_1044	1	6289	11	0	21
Cf746836_TGAC_s1v1_scaffold_1045	1	9061	12	2	44
Cf746836_TGAC_s1v1_scaffold_1046	1	10001	25	1	47
Cf746836_TGAC_s1v1_scaffold_1046	10001	11585	0	1	50
Cf746836_TGAC_s1v1_scaffold_1047	1	2192	13	0	33
Cf746836_TGAC_s1v1_scaffold_1048	1	10001	31	5	42
Cf746836_TGAC_s1v1_scaffold_1048	10001	20001	0	2	43
Cf746836_TGAC_s1v1_scaffold_1048	20001	30001	0	0	44
Cf746836_TGAC_s1v1_scaffold_1048	30001	40001	0	0	26
Cf746836_TGAC_s1v1_scaffold_1048	40001	50001	0	2	30
Cf746836_TGAC_s1v1_scaffold_1048	50001	60001	0	1	38
Cf746836_TGAC_s1v1_scaffold_1048	60001	67705	0	4	42
Cf746836_TGAC_s1v1_scaffold_1049	1	10001	4	0	37
Cf746836_TGAC_s1v1_scaffold_1049	10001	18424	0	0	45
Cf746836_TGAC_s1v1_scaffold_105	1	10001	23	5	47
Cf746836_TGAC_s1v1_scaffold_105	10001	20001	0	1	43
Cf746836_TGAC_s1v1_scaffold_105	20001	21269	0	0	43
Cf746836_TGAC_s1v1_scaffold_1050	1	10001	33	3	45
Cf746836_TGAC_s1v1_scaffold_1050	10001	20001	0	2	42
Cf746836_TGAC_s1v1_scaffold_1050	20001	30001	0	1	37
Cf746836_TGAC_s1v1_scaffold_1050	30001	31949	0	0	35
Cf746836_TGAC_s1v1_scaffold_1051	1	10001	63	0	26
Cf746836_TGAC_s1v1_scaffold_1051	10001	20001	0	0	44
Cf746836_TGAC_s1v1_scaffold_1051	20001	30001	0	1	44
Cf746836_TGAC_s1v1_scaffold_1051	30001	40001	0	3	44
Cf746836_TGAC_s1v1_scaffold_1051	40001	50001	0	1	39
Cf746836_TGAC_s1v1_scaffold_1051	50001	60001	0	1	37
Cf746836_TGAC_s1v1_scaffold_1051	60001	70001	0	0	41
Cf746836_TGAC_s1v1_scaffold_1051	70001	78070	0	5	46
Cf746836_TGAC_s1v1_scaffold_1052	1	10001	66	0	45
Cf746836_TGAC_s1v1_scaffold_1052	10001	20001	0	0	31
Cf746836_TGAC_s1v1_scaffold_1052	20001	30001	0	2	37
Cf746836_TGAC_s1v1_scaffold_1052	30001	40001	0	1	47
Cf746836_TGAC_s1v1_scaffold_1052	40001	50001	0	4	46
Cf746836_TGAC_s1v1_scaffold_1052	50001	60001	0	4	46
Cf746836_TGAC_s1v1_scaffold_1052	60001	70001	0	3	43
Cf746836_TGAC_s1v1_scaffold_1052	70001	72536	0	0	42
Cf746836_TGAC_s1v1_scaffold_1053	1	10001	19	4	43
Cf746836_TGAC_s1v1_scaffold_1053	10001	20001	0	4	34
Cf746836_TGAC_s1v1_scaffold_1053	20001	28017	0	0	34
Cf746836_TGAC_s1v1_scaffold_1054	1	10001	18	3	45
Cf746836_TGAC_s1v1_scaffold_1054	10001	20001	0	2	45
Cf746836_TGAC_s1v1_scaffold_1054	20001	25806	0	4	44
Cf746836_TGAC_s1v1_scaffold_1055	1	10001	11	3	44
Cf746836_TGAC_s1v1_scaffold_1055	10001	20001	0	3	44
Cf746836_TGAC_s1v1_scaffold_1055	20001	21988	0	0	44
Cf746836_TGAC_s1v1_scaffold_1056	1	10001	61	2	45
Cf746836_TGAC_s1v1_scaffold_1056	10001	20001	0	0	43
Cf746836_TGAC_s1v1_scaffold_1056	20001	30001	0	3	44
Cf746836_TGAC_s1v1_scaffold_1056	30001	40001	0	3	46
Cf746836_TGAC_s1v1_scaffold_1056	40001	50001	0	0	41
Cf746836_TGAC_s1v1_scaffold_1056	50001	55522	0	1	44
Cf746836_TGAC_s1v1_scaffold_1057	1	7667	3	1	38
Cf746836_TGAC_s1v1_scaffold_1058	1	10001	39	4	47
Cf746836_TGAC_s1v1_scaffold_1058	10001	20001	0	2	38
Cf746836_TGAC_s1v1_scaffold_1058	20001	30001	0	0	36
Cf746836_TGAC_s1v1_scaffold_1058	30001	39013	0	1	34
Cf746836_TGAC_s1v1_scaffold_1059	1	10001	29	3	44
Cf746836_TGAC_s1v1_scaffold_1059	10001	20001	0	1	44
Cf746836_TGAC_s1v1_scaffold_1059	20001	30001	0	0	44
Cf746836_TGAC_s1v1_scaffold_1059	30001	40001	0	0	28
Cf746836_TGAC_s1v1_scaffold_1059	40001	42975	0	1	43
Cf746836_TGAC_s1v1_scaffold_106	1	10001	15	2	46
Cf746836_TGAC_s1v1_scaffold_106	10001	10600	0	0	44
Cf746836_TGAC_s1v1_scaffold_1060	1	10001	37	0	23
Cf746836_TGAC_s1v1_scaffold_1060	10001	20001	0	0	24
Cf746836_TGAC_s1v1_scaffold_1060	20001	30001	0	0	24
Cf746836_TGAC_s1v1_scaffold_1060	30001	40001	0	0	23
Cf746836_TGAC_s1v1_scaffold_1060	40001	44768	0	0	26
Cf746836_TGAC_s1v1_scaffold_1061	1	3203	1	0	48
Cf746836_TGAC_s1v1_scaffold_1062	1	10001	27	1	42
Cf746836_TGAC_s1v1_scaffold_1062	10001	20001	0	2	46
Cf746836_TGAC_s1v1_scaffold_1062	20001	30001	0	8	44
Cf746836_TGAC_s1v1_scaffold_1062	30001	37713	0	0	45
Cf746836_TGAC_s1v1_scaffold_1063	1	10001	3	0	25
Cf746836_TGAC_s1v1_scaffold_1063	10001	15548	0	0	25
Cf746836_TGAC_s1v1_scaffold_1064	1	10001	106	1	46
Cf746836_TGAC_s1v1_scaffold_1064	10001	20001	0	1	45
Cf746836_TGAC_s1v1_scaffold_1064	20001	30001	0	3	43
Cf746836_TGAC_s1v1_scaffold_1064	30001	40001	0	4	42
Cf746836_TGAC_s1v1_scaffold_1064	40001	50001	0	2	44
Cf746836_TGAC_s1v1_scaffold_1064	50001	60001	0	1	34
Cf746836_TGAC_s1v1_scaffold_1064	60001	70001	0	2	42
Cf746836_TGAC_s1v1_scaffold_1064	70001	80001	0	4	45
Cf746836_TGAC_s1v1_scaffold_1064	80001	90001	0	0	38
Cf746836_TGAC_s1v1_scaffold_1064	90001	100001	0	0	41
Cf746836_TGAC_s1v1_scaffold_1064	100001	110001	0	5	42
Cf746836_TGAC_s1v1_scaffold_1064	110001	120001	0	0	43
Cf746836_TGAC_s1v1_scaffold_1064	120001	130001	0	8	44
Cf746836_TGAC_s1v1_scaffold_1064	130001	130418	0	0	54
Cf746836_TGAC_s1v1_scaffold_1065	1	10001	59	1	46
Cf746836_TGAC_s1v1_scaffold_1065	10001	20001	0	5	42
Cf746836_TGAC_s1v1_scaffold_1065	20001	30001	0	1	41
Cf746836_TGAC_s1v1_scaffold_1065	30001	40001	0	4	46
Cf746836_TGAC_s1v1_scaffold_1065	40001	50001	0	1	46
Cf746836_TGAC_s1v1_scaffold_1065	50001	60001	0	0	32
Cf746836_TGAC_s1v1_scaffold_1065	60001	67877	0	0	21
Cf746836_TGAC_s1v1_scaffold_1066	1	10001	46	0	44
Cf746836_TGAC_s1v1_scaffold_1066	10001	20001	0	3	45
Cf746836_TGAC_s1v1_scaffold_1066	20001	30001	0	4	46
Cf746836_TGAC_s1v1_scaffold_1066	30001	40001	0	0	44
Cf746836_TGAC_s1v1_scaffold_1066	40001	48731	0	2	42
Cf746836_TGAC_s1v1_scaffold_1067	1	10001	38	0	31
Cf746836_TGAC_s1v1_scaffold_1067	10001	20001	0	4	43
Cf746836_TGAC_s1v1_scaffold_1067	20001	30001	0	8	46
Cf746836_TGAC_s1v1_scaffold_1067	30001	40001	0	1	44
Cf746836_TGAC_s1v1_scaffold_1067	40001	50001	0	0	46
Cf746836_TGAC_s1v1_scaffold_1067	50001	55577	0	1	49
Cf746836_TGAC_s1v1_scaffold_1068	1	10001	24	2	44
Cf746836_TGAC_s1v1_scaffold_1068	10001	20001	0	1	42
Cf746836_TGAC_s1v1_scaffold_1068	20001	22224	0	1	47
Cf746836_TGAC_s1v1_scaffold_1069	1	10001	67	2	40
Cf746836_TGAC_s1v1_scaffold_1069	10001	20001	0	0	24
Cf746836_TGAC_s1v1_scaffold_1069	20001	30001	0	2	45
Cf746836_TGAC_s1v1_scaffold_1069	30001	40001	0	1	45
Cf746836_TGAC_s1v1_scaffold_1069	40001	50001	0	1	47
Cf746836_TGAC_s1v1_scaffold_1069	50001	60001	0	2	47
Cf746836_TGAC_s1v1_scaffold_1069	60001	68330	0	3	43
Cf746836_TGAC_s1v1_scaffold_107	1	9011	23	2	49
Cf746836_TGAC_s1v1_scaffold_1070	1	10001	32	0	37
Cf746836_TGAC_s1v1_scaffold_1070	10001	20001	0	1	38
Cf746836_TGAC_s1v1_scaffold_1070	20001	30001	0	4	46
Cf746836_TGAC_s1v1_scaffold_1070	30001	36809	0	4	45
Cf746836_TGAC_s1v1_scaffold_1071	1	10001	32	1	43
Cf746836_TGAC_s1v1_scaffold_1071	10001	20001	0	0	28
Cf746836_TGAC_s1v1_scaffold_1071	20001	30001	0	1	36
Cf746836_TGAC_s1v1_scaffold_1071	30001	40001	0	1	43
Cf746836_TGAC_s1v1_scaffold_1071	40001	50001	0	2	49
Cf746836_TGAC_s1v1_scaffold_1071	50001	60001	0	2	43
Cf746836_TGAC_s1v1_scaffold_1071	60001	66916	0	0	29
Cf746836_TGAC_s1v1_scaffold_1072	1	10001	38	0	40
Cf746836_TGAC_s1v1_scaffold_1072	10001	20001	0	6	46
Cf746836_TGAC_s1v1_scaffold_1072	20001	30001	0	1	47
Cf746836_TGAC_s1v1_scaffold_1072	30001	40001	0	3	44
Cf746836_TGAC_s1v1_scaffold_1072	40001	50001	0	4	44
Cf746836_TGAC_s1v1_scaffold_1072	50001	53737	0	2	45
Cf746836_TGAC_s1v1_scaffold_1073	1	10001	9	0	37
Cf746836_TGAC_s1v1_scaffold_1073	10001	12597	0	1	38
Cf746836_TGAC_s1v1_scaffold_1074	1	10001	74	2	42
Cf746836_TGAC_s1v1_scaffold_1074	10001	20001	0	3	45
Cf746836_TGAC_s1v1_scaffold_1074	20001	30001	0	1	41
Cf746836_TGAC_s1v1_scaffold_1074	30001	40001	0	0	35
Cf746836_TGAC_s1v1_scaffold_1074	40001	50001	0	0	26
Cf746836_TGAC_s1v1_scaffold_1074	50001	60001	0	0	44
Cf746836_TGAC_s1v1_scaffold_1074	60001	70001	0	1	46
Cf746836_TGAC_s1v1_scaffold_1074	70001	80001	0	2	47
Cf746836_TGAC_s1v1_scaffold_1074	80001	90001	0	8	45
Cf746836_TGAC_s1v1_scaffold_1074	90001	100001	0	1	45
Cf746836_TGAC_s1v1_scaffold_1074	100001	110001	0	3	45
Cf746836_TGAC_s1v1_scaffold_1074	110001	120001	0	1	46
Cf746836_TGAC_s1v1_scaffold_1074	120001	130001	0	0	39
Cf746836_TGAC_s1v1_scaffold_1074	130001	140001	0	0	20
